ID,HousePrice,yhat,delta
6731,235395.0,258214.87038191146,-22819.87038191146
5398,102631.0,111312.77242454309,-8681.772424543087
5919,283927.0,317357.8778175094,-33430.877817509405
2968,218429.0,239920.34087541,-21491.34087541001
8672,227943.0,222186.85822213028,5756.141777869721
7664,234858.0,272464.978137932,-37606.97813793202
6624,304836.0,261739.76243663463,43096.23756336537
4709,201634.0,233239.6531311526,-31605.65313115259
677,362552.0,376496.1478535029,-13944.147853502887
7094,535201.0,447533.8504219532,87667.14957804681
7284,320779.0,330822.0837406526,-10043.083740652597
6367,199533.0,196636.2602097393,2896.7397902607045
1828,159227.0,179574.89431977863,-20347.89431977863
1058,560275.0,631963.4241921125,-71688.42419211252
3365,277449.0,331102.0397713399,-53653.039771339914
7245,462874.0,520203.6727509529,-57329.67275095289
2788,527478.0,525577.1252964761,1900.8747035239358
7362,200722.0,213889.6531786838,-13167.653178683802
7244,143531.0,146893.3518731129,-3362.3518731129006
3596,137796.0,123416.87294832573,14379.127051674266
3633,174855.0,213510.9187129298,-38655.91871292979
1139,379752.0,317743.7664307413,62008.23356925871
9226,265919.0,275003.0470765308,-9084.047076530813
1449,324651.0,297135.1084880958,27515.891511904192
8239,372556.0,370654.14796154306,1901.852038456942
7398,485423.0,400301.69475841074,85121.30524158926
6009,469064.0,387251.9699855083,81812.0300144917
6862,147590.0,153119.52172029202,-5529.521720292018
8022,591995.0,557658.3451301322,34336.65486986784
5340,202187.0,259694.12792802893,-57507.12792802893
4740,101356.0,67465.57074945788,33890.42925054212
4124,421334.0,410720.4538535765,10613.546146423498
8689,375529.0,413027.81555295986,-37498.81555295986
7436,485696.0,443349.0346419937,42346.9653580063
148,349625.0,324707.310894942,24917.689105057972
1337,394795.0,464403.42941929575,-69608.42941929575
248,168700.0,236836.9045987628,-68136.9045987628
6511,241135.0,291438.71664137085,-50303.71664137085
7954,278652.0,342726.11667631945,-64074.11667631945
8966,275214.0,341919.71826937696,-66705.71826937696
7103,148164.0,142277.1871805036,5886.812819496408
5965,146498.0,174686.5412178793,-28188.541217879305
7594,389110.0,390798.61685946566,-1688.6168594656629
4630,316268.0,240680.68552926922,75587.31447073078
6647,376661.0,425087.90969066176,-48426.90969066176
8950,581957.0,575583.3482887531,6373.65171124693
1972,440137.0,480353.1111714784,-40216.111171478406
4544,659242.0,634733.9378326957,24508.062167304335
4649,495329.0,445071.6448147441,50257.355185255874
7831,244309.0,282765.8889471156,-38456.88894711563
1300,328926.0,311894.38562949985,17031.614370500145
4669,223949.0,209115.95958376658,14833.040416233416
1109,315621.0,345384.8614520998,-29763.86145209981
3159,533715.0,450986.87826599774,82728.12173400226
4879,410501.0,355176.3512010395,55324.648798960494
6116,200271.0,241720.72244490442,-41449.722444904415
4057,199761.0,303239.0352641194,-103478.03526411939
1119,316771.0,257135.93151918257,59635.06848081743
5062,566477.0,541809.5901569466,24667.409843053436
7173,702603.0,660863.6982570052,41739.30174299481
1663,392937.0,415547.3918111253,-22610.39181112527
7128,292612.0,364900.0199893819,-72288.0199893819
7797,306118.0,340888.0364104348,-34770.03641043481
5290,178950.0,131419.7902196746,47530.209780325386
2046,356896.0,389538.5824914749,-32642.582491474925
7851,340545.0,354085.3504389728,-13540.350438972819
6291,165087.0,183763.30098044267,-18676.30098044267
2677,295578.0,507988.4846270212,-212410.4846270212
7444,271625.0,262927.72603607114,8697.273963928863
7274,338312.0,374501.4551487014,-36189.45514870138
5525,641302.0,655510.0499979635,-14208.049997963477
2992,235445.0,245386.71465375173,-9941.714653751726
8999,635998.0,594847.9721343708,41150.02786562918
1564,430694.0,491375.1320392114,-60681.1320392114
6816,387211.0,425480.2458880969,-38269.24588809692
8287,354995.0,354485.5617400677,509.43825993232895
8473,498522.0,427131.4148059368,71390.5851940632
7497,242685.0,187629.86295053872,55055.13704946128
7491,320397.0,273953.4191536331,46443.58084636688
3196,499879.0,384176.6283272507,115702.37167274929
5608,406113.0,395846.9132602402,10266.086739759776
8263,174763.0,170539.62702887383,4223.372971126169
3203,254224.0,191353.25041518046,62870.74958481954
3032,260426.0,279861.13925328985,-19435.139253289846
1827,424742.0,555777.2116245717,-131035.2116245717
4536,393828.0,385013.8275829024,8814.172417097609
4643,221455.0,323307.99500770104,-101852.99500770104
7601,289523.0,258469.82732819283,31053.172671807173
8011,435406.0,419191.3909595048,16214.609040495183
2,277232.0,281371.98294533486,-4139.982945334865
8101,141618.0,157187.8685110146,-15569.868511014589
7446,396053.0,451274.2090475099,-55221.20904750988
9168,365412.0,321246.09000650287,44165.90999349713
8816,479899.0,426720.0590297377,53178.94097026228
8422,384977.0,517151.87352329475,-132174.87352329475
4729,120479.0,115833.37178838882,4645.628211611183
2879,214066.0,229887.7867096917,-15821.786709691689
2308,592384.0,583947.256128758,8436.74387124204
9014,310368.0,274593.947535712,35774.05246428802
4414,292450.0,281426.74710603966,11023.252893960336
3284,343528.0,382941.72170118184,-39413.72170118184
6669,243620.0,263950.1698342044,-20330.169834204426
1065,201888.0,155990.12343915133,45897.87656084867
4926,554031.0,622066.1167651734,-68035.11676517338
9030,290852.0,271780.9416320921,19071.058367907885
7561,169913.0,177463.43461757217,-7550.434617572173
2366,426717.0,435605.1320214205,-8888.132021420519
7801,243457.0,265141.8967187061,-21684.89671870612
4645,313689.0,299688.07322827855,14000.926771721453
581,390907.0,408942.96106134454,-18035.96106134454
2942,566948.0,515550.7492829083,51397.25071709172
4806,199850.0,196702.6700116346,3147.329988365411
1524,603101.0,499467.9423274561,103633.05767254392
511,216835.0,202734.78562230425,14100.214377695753
690,346538.0,305160.168274468,41377.831725532014
6029,291632.0,292350.77426741767,-718.7742674176698
6239,348156.0,325349.2555470116,22806.74445298838
3759,554177.0,514494.87266230927,39682.127337690734
7527,675269.0,599468.0318633278,75800.96813667216
6724,115366.0,106370.94320177494,8995.056798225065
4676,184882.0,204690.2806222451,-19808.280622245104
7830,730476.0,592814.6270491172,137661.37295088277
4372,82173.0,185383.93990851668,-103210.93990851668
2856,416310.0,357691.105483406,58618.89451659401
3968,83898.0,110652.45953913883,-26754.45953913883
6512,198793.0,236133.6928095459,-37340.6928095459
7925,359882.0,341676.43198435835,18205.56801564165
193,709843.0,590823.6183599292,119019.38164007082
8031,191020.0,218486.79063561154,-27466.79063561154
8619,382224.0,312362.9409657699,69861.05903423007
7982,291794.0,350949.4648636994,-59155.464863699395
9037,381345.0,435177.17318686156,-53832.17318686156
82,144263.0,133787.85040136494,10475.149598635064
5224,220182.0,199153.86515498906,21028.134845010936
6541,229875.0,255542.36145962906,-25667.361459629057
4355,622852.0,608585.7554967069,14266.24450329307
7764,157118.0,103404.72723808761,53713.27276191239
1271,75638.0,95934.30997813151,-20296.30997813151
9194,220033.0,269717.2579495348,-49684.2579495348
9153,246076.0,245237.9441256858,838.0558743141883
6,324167.0,380684.71857231786,-56517.718572317855
3839,184858.0,165179.99633363952,19678.003666360484
1669,118410.0,93583.11344176995,24826.88655823005
9296,165100.0,123532.08674410352,41567.91325589648
8459,854125.0,599766.0441423107,254358.95585768926
692,417576.0,384276.27970306104,33299.72029693896
3263,510484.0,373834.03395964956,136649.96604035044
579,367187.0,437696.194221031,-70509.19422103098
1599,249900.0,271429.02198959637,-21529.021989596367
4276,184823.0,201455.09377712072,-16632.093777120725
8487,350133.0,367563.73097771395,-17430.730977713945
5073,415997.0,436458.2759282081,-20461.27592820808
3397,361774.0,362473.6853064386,-699.6853064385941
7331,326106.0,315649.24169519386,10456.758304806135
362,310530.0,476207.9687099916,-165677.9687099916
1720,425828.0,463082.7155015392,-37254.715501539176
1523,441530.0,358851.8442593198,82678.15574068017
6136,307363.0,302477.1304070041,4885.869592995907
1401,180373.0,189949.03791218446,-9576.03791218446
1489,253935.0,249710.94606534066,4224.053934659343
1032,366016.0,378488.6286351653,-12472.628635165282
6139,587722.0,477935.9679243786,109786.03207562142
7604,283546.0,303530.1578071097,-19984.157807109703
3694,227639.0,199367.4551988983,28271.5448011017
1621,166588.0,230802.41459165514,-64214.414591655135
1600,352844.0,311112.2163007176,41731.78369928239
3673,186486.0,234015.00731538748,-47529.007315387484
5300,530722.0,490937.699131169,39784.30086883099
7256,528076.0,513457.56886332075,14618.431136679254
9133,53714.0,124710.45598805354,-70996.45598805354
226,331160.0,330420.93680361967,739.0631963803316
7941,235734.0,237651.64380101103,-1917.6438010110287
5045,406033.0,356937.69193374604,49095.30806625396
5445,276949.0,266961.18413509004,9987.815864909964
2098,241736.0,249775.6864239383,-8039.686423938314
7886,175213.0,193861.51929640063,-18648.519296400627
5087,445506.0,537241.2854839137,-91735.28548391373
7584,356585.0,357593.9553714976,-1008.9553714976064
5948,185960.0,278776.38097770425,-92816.38097770425
3609,420575.0,401693.9061691336,18881.09383086639
3842,497126.0,488010.82969261374,9115.170307386259
7317,358459.0,342408.3457676011,16050.654232398898
8602,370779.0,339061.3809726974,31717.6190273026
754,240901.0,237586.58150513604,3314.4184948639595
1664,302303.0,316155.32834975864,-13852.328349758638
669,265448.0,253042.88622397644,12405.113776023558
7136,400493.0,445599.65716411336,-45106.65716411336
8194,406954.0,417235.0291345632,-10281.029134563229
987,300199.0,348645.43724874035,-48446.437248740345
8779,260062.0,305426.39993603126,-45364.39993603126
1487,337848.0,277120.5945276813,60727.4054723187
1342,505372.0,500733.23396728333,4638.766032716667
6100,580351.0,582814.5665853686,-2463.566585368593
3246,257541.0,278939.32207429374,-21398.32207429374
1757,796568.0,673671.4010758228,122896.59892417723
1356,243496.0,278284.8765079061,-34788.87650790613
8809,375298.0,299980.6994018092,75317.3005981908
7588,113878.0,120265.05681033705,-6387.056810337046
4027,316804.0,354303.32952581043,-37499.32952581043
2268,280805.0,440253.6488187545,-159448.64881875447
3637,486774.0,394730.0579108932,92043.94208910677
5470,250196.0,288311.64275674825,-38115.642756748246
1797,392862.0,382940.1455916554,9921.854408344603
4856,518244.0,549669.1976784735,-31425.197678473545
6362,539034.0,489893.8552321273,49140.1447678727
7191,404804.0,405998.9346189258,-1194.9346189257922
1179,186489.0,207516.60552873282,-21027.60552873282
941,156491.0,216209.7032273135,-59718.7032273135
5148,216366.0,227220.34167856173,-10854.34167856173
6175,329702.0,348927.4732910888,-19225.473291088827
5641,178184.0,181679.837117729,-3495.83711772901
8605,406981.0,340233.0541503041,66747.94584969588
7907,65825.0,101103.7393250689,-35278.739325068906
3939,178447.0,160680.33940683663,17766.660593163368
5713,530777.0,504477.5897449914,26299.41025500861
6514,262408.0,250995.6186052451,11412.381394754892
8261,417515.0,502243.6782741937,-84728.67827419372
5577,588046.0,544867.2426488847,43178.757351115346
5562,422688.0,354721.64236717747,67966.35763282253
396,245521.0,184799.23472040144,60721.76527959856
8005,210860.0,222016.75084366844,-11156.750843668444
6779,518549.0,503676.65881175414,14872.34118824586
9154,79257.0,91292.18143906347,-12035.181439063468
5288,195783.0,227354.10350763556,-31571.103507635562
5465,550569.0,534416.3613727186,16152.638627281412
8281,182330.0,173093.59864307794,9236.401356922055
6263,328061.0,364623.53192054434,-36562.53192054434
4093,371540.0,440337.78141745296,-68797.78141745296
7672,289937.0,334514.0746463317,-44577.07464633172
8131,253290.0,242054.49488478474,11235.50511521526
5741,152902.0,121933.71343981515,30968.286560184846
3915,396319.0,391451.5627790532,4867.437220946827
8914,353146.0,368868.7294742851,-15722.729474285094
8725,392785.0,419393.6590495399,-26608.659049539885
7998,254412.0,230999.37755568713,23412.622444312874
5367,334118.0,247381.32685999657,86736.67314000343
3338,205986.0,197534.4878584734,8451.51214152659
4504,350007.0,324880.9907500963,25126.009249903727
6640,362333.0,348996.4383353064,13336.561664693581
7521,223276.0,234392.7148610715,-11116.714861071494
3708,348760.0,357606.97941663914,-8846.979416639137
6931,100301.0,115611.33647687185,-15310.336476871846
1514,554205.0,477673.2158108544,76531.7841891456
8324,392126.0,439835.15100855014,-47709.151008550136
7791,276073.0,324021.7594817304,-47948.759481730405
3954,534431.0,530300.799056369,4130.200943631004
716,274055.0,284001.6117944921,-9946.611794492113
7305,213580.0,246567.88845023976,-32987.888450239756
8419,284317.0,302643.069551581,-18326.069551580993
341,314483.0,311210.0357417631,3272.964258236927
1527,287881.0,269242.85221704666,18638.14778295334
8730,344276.0,365914.09652007424,-21638.096520074236
8255,196051.0,203841.6366936403,-7790.636693640292
3783,151477.0,167827.34036655465,-16350.34036655465
1151,416685.0,476855.82979347237,-60170.82979347237
8198,131559.0,163433.96824567163,-31874.968245671625
4722,519999.0,510151.26579915354,9847.734200846462
643,202552.0,271524.43075276294,-68972.43075276294
7565,108289.0,100692.9805245036,7596.019475496403
8132,197771.0,248915.72765537826,-51144.72765537826
855,329077.0,324076.3085355144,5000.691464485601
729,167895.0,164543.32692270147,3351.673077298532
2969,737500.0,786360.6227739397,-48860.622773939744
2632,521113.0,536671.3030575186,-15558.303057518555
1802,342322.0,314735.2317637857,27586.768236214295
7033,195465.0,183865.18636244672,11599.813637553278
9351,420246.0,319255.8364554225,100990.16354457749
6997,597479.0,510392.93000279524,87086.06999720476
1460,399315.0,332306.36143350945,67008.63856649055
5782,435183.0,411517.3839672571,23665.616032742895
4253,328942.0,353433.26416157716,-24491.264161577157
4768,284079.0,479985.45419355296,-195906.45419355296
3660,333731.0,375422.647374978,-41691.647374978
8429,414619.0,426064.9259668238,-11445.925966823823
2907,449066.0,621230.1532267036,-172164.15322670364
135,579961.0,569193.138542872,10767.861457127961
2451,360023.0,332683.50809815543,27339.491901844565
212,285541.0,283080.984394056,2460.015605943976
7724,217449.0,250294.62816566776,-32845.62816566776
4110,260346.0,278536.70320350706,-18190.70320350706
5377,501319.0,428032.5088647605,73286.49113523948
2502,277450.0,289666.00793835183,-12216.007938351831
4239,637080.0,610371.9146292834,26708.08537071664
5078,327839.0,275887.08306298737,51951.91693701263
387,228911.0,196263.14911557158,32647.850884428422
498,328353.0,330452.1909336164,-2099.1909336164244
6452,374930.0,360105.88261297694,14824.117387023056
3300,170474.0,188268.36377570027,-17794.363775700273
8594,108544.0,107797.08016208376,746.9198379162408
554,538548.0,433325.2059369796,105222.79406302038
5913,325469.0,355600.1695219441,-30131.169521944073
6170,100164.0,118704.3259479884,-18540.3259479884
6208,320416.0,349908.69701615255,-29492.697016152553
5171,238980.0,215442.02280303507,23537.97719696493
5750,555869.0,455208.2077995863,100660.7922004137
6195,328002.0,326730.8469410522,1271.1530589478207
4231,131042.0,129053.63898852246,1988.3610114775365
7860,217275.0,222833.83934351456,-5558.839343514555
8710,269621.0,321769.38687795907,-52148.38687795907
2102,298848.0,287078.8609674892,11769.139032510808
8322,649672.0,537811.9127644703,111860.08723552967
6968,323426.0,381364.2341206672,-57938.23412066721
5898,226260.0,195072.8316815965,31187.168318403506
2659,397840.0,358579.07517423964,39260.92482576036
2055,113768.0,262992.33878749085,-149224.33878749085
5930,309801.0,312280.34457890625,-2479.3445789062534
7107,160851.0,155764.34431153344,5086.655688466562
7843,350658.0,351196.46835271013,-538.4683527101297
1351,256856.0,278718.4968866462,-21862.4968866462
1889,392019.0,438282.8579498388,-46263.8579498388
7581,167684.0,235812.9557582744,-68128.95575827439
4939,161089.0,192465.7489660384,-31376.7489660384
623,391210.0,392153.7030816235,-943.7030816234765
8789,285418.0,238371.39730072476,47046.602699275245
8349,214564.0,209507.35395190987,5056.64604809013
7647,531916.0,546439.1359097408,-14523.135909740813
1277,166416.0,147067.74910906135,19348.250890938652
7544,246801.0,286396.0020084255,-39595.00200842548
4909,303159.0,297626.86358307325,5532.136416926747
679,431434.0,393391.5875389064,38042.41246109363
3736,91215.0,196903.03681871181,-105688.03681871181
3476,366329.0,305397.11699244916,60931.883007550845
518,371193.0,332406.2485014368,38786.751498563215
5806,538931.0,480782.46651167097,58148.533488329034
7168,187953.0,211580.11249882902,-23627.112498829025
6471,156334.0,144349.10086877033,11984.899131229671
3896,352739.0,354648.6568428082,-1909.656842808181
1,547714.0,571657.6764409567,-23943.676440956653
5880,291789.0,288009.64016115374,3779.359838846256
1165,143500.0,223915.9731969779,-80415.9731969779
3688,574621.0,573672.0228691153,948.9771308846539
803,363724.0,337818.33499804046,25905.66500195954
4284,152403.0,183234.65382275052,-30831.653822750523
3130,173003.0,236653.9675424145,-63650.967542414495
8298,224509.0,234363.235857543,-9854.235857543012
583,224102.0,259557.56158972046,-35455.561589720455
71,491488.0,464366.6232128654,27121.37678713462
1697,329422.0,347400.0244405163,-17978.02444051631
8801,226648.0,253052.03723734157,-26404.037237341574
278,354612.0,291081.1090171123,63530.89098288771
7655,522689.0,524167.85948352545,-1478.859483525448
346,199113.0,204650.97234616446,-5537.972346164461
5116,295637.0,328341.51840218547,-32704.518402185466
5457,156774.0,170679.14292296604,-13905.142922966043
1111,286891.0,379028.7692759251,-92137.76927592512
5622,154093.0,183056.89448413847,-28963.894484138465
104,138956.0,117354.39531393143,21601.604686068575
7698,301127.0,400853.27269388764,-99726.27269388764
6210,275910.0,266547.9109550596,9362.089044940425
1303,477286.0,419020.5740510548,58265.42594894522
5697,543176.0,491700.0133276613,51475.98667233868
1366,483578.0,418687.4163780844,64890.583621915604
5696,616686.0,614295.1808635172,2390.81913648278
407,239788.0,241299.16426967693,-1511.1642696769268
6373,78345.0,104167.04045388804,-25822.04045388804
3676,341641.0,324580.038418866,17060.961581134005
7765,468097.0,424957.44110492995,43139.55889507005
8856,309249.0,313944.2036592287,-4695.2036592286895
2857,418356.0,401518.58731934405,16837.41268065595
3282,386107.0,577882.4283717657,-191775.42837176565
8441,390562.0,354651.60691403795,35910.393085962045
7007,334479.0,305266.8778520229,29212.12214797712
5298,172858.0,186448.42899422126,-13590.428994221264
7072,272000.0,355885.41172528523,-83885.41172528523
3096,391488.0,374123.64623907604,17364.353760923957
5598,161913.0,142401.02630289522,19511.973697104782
1788,495784.0,401449.4932580997,94334.50674190029
2485,232722.0,287470.3613999301,-54748.36139993009
4590,534975.0,437988.6841106287,96986.31588937133
949,446985.0,360313.2175626981,86671.78243730188
2134,255222.0,252247.58773876788,2974.4122612321225
8706,148730.0,206445.4978941332,-57715.49789413321
7745,779760.0,570913.552286687,208846.44771331304
3970,203095.0,175439.69869317996,27655.301306820038
7645,408431.0,414526.3297652418,-6095.329765241826
5591,195756.0,212427.75802981315,-16671.75802981315
781,410016.0,433586.07317056117,-23570.07317056117
7714,149275.0,91774.91150899496,57500.08849100504
4805,257224.0,303225.82736530236,-46001.827365302364
8762,498272.0,479164.83094152843,19107.16905847157
1132,416767.0,413981.4327526238,2785.567247376195
3252,563583.0,420323.26317015354,143259.73682984646
5588,343488.0,319956.30804190703,23531.691958092968
6294,328156.0,259031.1425388212,69124.85746117879
3493,202968.0,251172.54460418754,-48204.54460418754
1390,263068.0,325968.7205169292,-62900.72051692923
6792,333478.0,348223.5534787132,-14745.553478713206
5862,321620.0,407066.25824804476,-85446.25824804476
5217,162289.0,192078.70293464055,-29789.702934640547
3437,327665.0,262169.4436091671,65495.55639083288
3838,799710.0,751932.8011656068,47777.19883439317
1444,215828.0,232323.3475103096,-16495.3475103096
786,191656.0,268630.8769925786,-76974.87699257862
475,349485.0,316756.63472231955,32728.365277680452
8603,431655.0,388280.1929308871,43374.807069112896
1241,139589.0,162765.98682185056,-23176.986821850558
586,115022.0,94546.01124987069,20475.988750129312
4143,341666.0,346945.0740343688,-5279.074034368794
2834,165522.0,154640.22472350107,10881.775276498927
1281,232219.0,228890.9763814538,3328.023618546198
5335,297803.0,323107.8702246644,-25304.870224664395
1772,386630.0,388781.19525352673,-2151.1952535267337
6518,147702.0,159172.6060990519,-11470.606099051889
910,513958.0,500969.58878987835,12988.411210121645
5201,228720.0,215029.40482642336,13690.595173576643
4245,119418.0,102950.92477710648,16467.075222893516
3024,342334.0,301589.7715024413,40744.22849755868
609,245381.0,214458.10852352844,30922.89147647156
4430,129765.0,134809.31793207434,-5044.317932074337
4034,121520.0,113622.78031298878,7897.219687011224
5561,177190.0,203865.9992189618,-26675.999218961806
9011,454980.0,395138.62992952735,59841.37007047265
3618,368759.0,298431.1037202612,70327.89627973881
2017,285875.0,245145.94780680098,40729.05219319902
6894,503036.0,428624.2204283371,74411.77957166289
2202,362437.0,270173.78470426385,92263.21529573615
55,130584.0,152095.2711645233,-21511.271164523292
541,352973.0,381269.844268693,-28296.844268693007
6882,343624.0,387365.10084098874,-43741.10084098874
6714,296728.0,273029.11983979563,23698.880160204368
5109,431390.0,380681.78102146246,50708.21897853754
688,528334.0,462714.21893470164,65619.78106529836
260,157326.0,173338.7098935633,-16012.709893563297
1493,329066.0,372127.3923651096,-43061.39236510958
1515,274626.0,360283.55076054827,-85657.55076054827
7887,130469.0,167354.56330850904,-36885.56330850904
845,397756.0,327681.18824687076,70074.81175312924
6172,318406.0,388580.54846735817,-70174.54846735817
2654,546376.0,530540.9534298668,15835.046570133185
7554,249022.0,288970.13119210093,-39948.13119210093
6335,236314.0,236156.52967405767,157.47032594232587
8727,126778.0,105441.35706046953,21336.642939530473
2888,352071.0,414732.9348703227,-62661.9348703227
8733,116008.0,136345.00830209424,-20337.00830209424
4117,251415.0,210602.1394379097,40812.860562090296
1293,294570.0,338881.2225369462,-44311.22253694618
1860,607844.0,589204.9690987392,18639.03090126079
3192,287659.0,262083.78205143864,25575.21794856136
383,294633.0,349008.71813240554,-54375.71813240554
696,147455.0,146368.60688178617,1086.393118213833
1552,365707.0,400039.6735744583,-34332.673574458284
3301,155565.0,193156.97008867902,-37591.97008867902
2189,385454.0,385420.4541930254,33.545806974580046
3674,92307.0,100023.04306035962,-7716.043060359618
3895,175215.0,155501.32132151254,19713.678678487457
5497,409516.0,322191.2607042917,87324.7392957083
5093,104945.0,154163.72318538697,-49218.723185386974
9104,617566.0,611233.7667197203,6332.233280279674
6633,526574.0,570080.5932863604,-43506.59328636038
8564,293019.0,335501.6806764393,-42482.68067643931
6775,628490.0,439080.14856834436,189409.85143165564
5051,450801.0,379237.7208718611,71563.2791281389
2713,288095.0,252917.18866618333,35177.81133381667
4367,526483.0,471282.9088893161,55200.09111068392
4852,150609.0,177461.35783355607,-26852.357833556074
5653,209016.0,229743.33119672866,-20727.331196728657
4558,326331.0,371954.72277283674,-45623.72277283674
2354,718794.0,704250.736742949,14543.263257051003
464,183660.0,243951.61960694697,-60291.61960694697
2660,457977.0,514539.77685655677,-56562.77685655677
8331,261685.0,302448.7367084779,-40763.736708477896
7097,165351.0,253157.37520744148,-87806.37520744148
9126,249524.0,236416.9828114873,13107.017188512691
8119,213760.0,237672.40616188073,-23912.40616188073
463,623503.0,590398.5203848031,33104.479615196935
7223,314596.0,363710.86388267716,-49114.863882677164
8541,198036.0,170718.4085625722,27317.591437427793
8080,132362.0,158157.5501247469,-25795.550124746893
1213,125257.0,152507.47230694696,-27250.472306946962
1328,145027.0,173607.0545879877,-28580.054587987688
7622,293971.0,294446.77165640256,-475.77165640256135
7487,196440.0,178414.28375574105,18025.716244258947
4530,188048.0,220176.43580635558,-32128.435806355585
738,213142.0,249296.59186608266,-36154.59186608266
2507,240943.0,189445.5980752597,51497.40192474029
316,279529.0,261117.28866636415,18411.711333635845
1066,152119.0,146462.08504566638,5656.914954333624
6065,404531.0,441014.391808851,-36483.39180885098
2042,314563.0,345829.82097232284,-31266.820972322836
7785,364001.0,375814.1268904201,-11813.126890420099
2590,131195.0,158642.84863086205,-27447.84863086205
